booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B008097,G03449,H00969,L01074,9,42,1255.77,completed,none
B008098,G02440,H00589,L02563,7,42,785.53,completed,none
B008099,G03225,H00964,L01931,5,30,434.91,completed,none
B008100,G03703,H00539,L01580,3,41,577.97,completed,none
B008101,G02447,H00207,L02914,5,38,774.17,completed,none
B008102,G02399,H01131,L01454,4,18,1021.01,completed,none
B008103,G00702,H00284,L02313,3,2,327.02,completed,none
B008104,G03612,H00013,L02304,4,35,1872.72,completed,none
B008105,G01600,H00425,L00940,8,30,1327.73,completed,none
B008106,G01022,H01042,L02103,5,29,665.56,completed,none
B008107,G01130,H00705,L00840,2,15,373.96,completed,none
B008108,G02969,H00188,L02175,9,18,2172.99,completed,none
B008109,G00158,H00677,L02145,3,9,238.77,completed,none
B008110,G00720,H00120,L00380,5,32,839.12,completed,none
B008111,G01596,H00120,L00380,4,22,677.66,completed,none
B008112,G03585,H01013,L02940,6,20,656.26,completed,none
B008113,G03928,H01202,L00055,6,5,1329.89,completed,none
B008114,G03673,H01313,L00579,7,27,1502.38,completed,none
B008115,G00742,H01368,L00358,4,33,928.59,completed,none
B008116,G02059,H01364,L01127,2,22,430.46,completed,none
B008117,G03687,H00579,L02017,1,2,139.95,completed,none
B008118,G01627,H00209,L01812,5,30,777.65,completed,none
B008119,G03148,H01326,L01876,3,44,917.86,completed,none
B008120,G01154,H00056,L02110,7,35,906.95,completed,none
B008121,G02335,H00420,L01762,9,30,1560.34,completed,none
B008122,G03711,H01082,L02875,8,27,1429.76,completed,none
B008123,G03597,H00296,L00359,6,10,2036.02,completed,none
B008124,G02987,H00968,L01953,3,10,753.15,cancelled,guest
B008125,G03534,H00218,L02015,2,3,462.56,completed,none
B008126,G01147,H01284,L00118,9,20,1545.24,active,none
B008127,G00628,H00556,L02097,3,42,640.38,completed,none
B008128,G00679,H00104,L01367,3,26,736.79,completed,none
B008129,G00114,H01264,L02330,2,41,294.62,completed,none
B008130,G00411,H00130,L01791,7,13,2759.12,completed,none
B008131,G01163,H01071,L01346,6,16,934.25,completed,none
B008132,G00056,H00714,L00991,5,0,663.56,completed,none
B008133,G03852,H00594,L01577,5,33,845.4,cancelled,guest
B008134,G02849,H01229,L02106,7,42,1095.78,completed,none
B008135,G02412,H01047,L00368,8,5,2613.26,completed,none
B008136,G00173,H00483,L00308,9,42,1269.45,completed,none
B008137,G01213,H01159,L00760,2,28,315.13,completed,none
B008138,G03340,H00172,L00388,6,-1,634.26,completed,none
B008139,G01291,H00496,L01079,6,43,855.69,completed,none
B008140,G01507,H00273,L01828,4,41,350.49,completed,none
B008141,G01940,H00312,L00196,3,41,677.12,completed,none
B008142,G01076,H00795,L02777,3,8,611.51,completed,none
B008143,G03965,H00907,L01898,1,13,84.53,completed,none
B008144,G03102,H00531,L00374,4,22,890.43,completed,none
B008145,G01846,H00574,L02738,4,35,1957.71,active,none
B008146,G02926,H01185,L01623,3,19,327.26,completed,none
B008147,G03522,H00755,L02541,4,0,651.62,completed,none
B008148,G03187,H01091,L00660,3,3,872.66,completed,none
B008149,G01145,H00448,L01491,1,37,190.7,completed,none
B008150,G03535,H00123,L00264,3,9,554.91,completed,none
B008151,G03393,H00011,L01422,5,22,608.89,completed,none
B008152,G01785,H00090,L02050,1,36,201.71,completed,none
B008153,G01025,H00071,L00730,5,12,525.7,active,none
B008154,G02169,H00487,L02435,6,38,2241.27,cancelled,guest
B008155,G02094,H01385,L01324,6,41,1342.22,completed,none
B008156,G00559,H01240,L02491,9,23,2323.67,completed,none
B008157,G03553,H01252,L00811,5,10,884.04,active,none
B008158,G01370,H00547,L02388,9,27,1596.58,completed,none
B008159,G01272,H01304,L02087,7,37,1936.05,completed,none
B008160,G00665,H00195,L02473,8,42,3275.81,completed,none
B008161,G03850,H00987,L01913,9,5,2248.85,completed,none
B008162,G03498,H00151,L00361,7,11,749.71,completed,none
B008163,G02581,H00097,L00610,4,2,325.3,completed,none
B008164,G02498,H00204,L00345,7,38,1187.23,cancelled,guest
B008165,G00713,H00562,L00944,2,40,345.15,completed,none
B008166,G02411,H00423,L00491,4,30,1089.3,completed,none
B008167,G02464,H00043,L01375,5,34,978.38,completed,none
B008168,G03392,H01184,L01597,5,12,794.06,completed,none
B008169,G03424,H00562,L00944,1,30,160.92,completed,none
B008170,G02430,H00011,L01422,7,6,954.64,active,none
B008171,G03278,H01256,L02587,2,5,359.76,completed,none
B008172,G00561,H00599,L01465,8,11,1104.24,active,none
B008173,G01545,H01178,L02376,1,25,99.38,completed,none
B008174,G02077,H00584,L02694,7,29,1735.23,completed,none
B008175,G01740,H00006,L02285,3,18,607.82,completed,none
B008176,G02991,H00213,L02709,5,20,836.81,cancelled,guest
B008177,G03301,H01092,L00312,2,42,227.44,completed,none
B008178,G01210,H01403,L02644,4,20,588.43,cancelled,host
B008179,G01625,H00962,L01746,3,18,985.35,completed,none
B008180,G02072,H01059,L00080,7,43,1681.79,completed,none
B008181,G03552,H00764,L01994,4,33,976.34,completed,none
B008182,G03433,H01141,L02417,6,1,688.5,completed,none
B008183,G00014,H00372,L00889,9,41,911.86,completed,none
B008184,G01753,H01123,L00606,8,13,2349.88,completed,none
B008185,G01459,H00137,L02879,9,23,1883.09,completed,none
B008186,G01085,H00006,L02951,9,32,2188.93,cancelled,host
B008187,G03252,H00725,L01569,6,18,1012.94,completed,none
B008188,G03033,H00502,L01858,4,7,355.95,completed,none
B008189,G01269,H00653,L02990,5,-1,768.78,completed,none
B008190,G02745,H01182,L00059,3,40,634.02,cancelled,host
B008191,G03820,H01463,L00506,7,10,1806.94,completed,none
B008192,G00620,H01240,L00273,8,32,1986.35,completed,none
B008193,G01424,H00815,L00099,9,21,3846.93,completed,none
B008194,G02141,H01062,L02342,7,25,1028.78,completed,none
B008195,G01010,H00192,L00724,5,35,1241.36,completed,none
B008196,G03855,H00504,L02947,3,31,995.37,completed,none
B008197,G00745,H00830,L01251,4,17,491.06,active,none
B008198,G03969,H00649,L02667,1,39,124.54,completed,none
B008199,G01227,H01193,L02800,4,35,506.26,completed,none
B008200,G01251,H00884,L00090,7,28,1062.63,completed,none
B008201,G02700,H01069,L02696,3,12,798.44,cancelled,guest
B008202,G01372,H00925,L02609,6,36,512.69,completed,none
B008203,G00708,H00498,L01928,9,20,1359.06,completed,none
B008204,G03639,H01242,L02715,8,1,1993.97,completed,none
B008205,G02844,H00217,L02157,9,12,2444.93,completed,none
B008206,G00491,H00022,L01976,4,40,770.04,completed,none
B008207,G00342,H00777,L00997,3,28,1337.55,active,none
B008208,G00485,H00992,L01541,7,13,1048.96,active,none
B008209,G03882,H00818,L00243,6,-1,892.11,completed,none
B008210,G00407,H00986,L02416,5,15,685.36,completed,none
B008211,G03862,H00209,L01493,4,-1,588.66,cancelled,host
B008212,G02664,H01163,L00253,8,-1,913.01,completed,none
B008213,G00971,H00798,L00240,1,30,343.63,completed,none
B008214,G01168,H00436,L02555,2,29,538.63,completed,none
B008215,G00735,H00597,L02042,2,5,129.67,completed,none
B008216,G01302,H01351,L01968,9,9,1867.86,completed,none
B008217,G03909,H01432,L00921,1,21,116.19,completed,none
B008218,G01905,H00755,L01879,2,40,254.03,completed,none
B008219,G01574,H01406,L01348,8,16,1075.83,completed,none
B008220,G01793,H01203,L02772,3,5,660.7,completed,none
B008221,G00433,H00336,L00692,3,26,363.3,completed,none
B008222,G01736,H00526,L01515,1,39,149.84,completed,none
B008223,G01602,H01321,L01685,2,19,278.44,completed,none
B008224,G00616,H00659,L00087,1,1,149.88,cancelled,guest
B008225,G00213,H00118,L01208,2,11,443.95,completed,none
B008226,G03834,H00207,L02914,1,7,151.14,completed,none
B008227,G00099,H01374,L01520,6,19,726.1,cancelled,guest
B008228,G02734,H00133,L00014,7,43,607.44,completed,none
B008229,G03565,H00043,L02214,3,42,613.93,active,none
B008230,G02698,H00034,L00261,8,37,2211.96,completed,none
B008231,G01318,H01055,L01554,3,12,785.97,active,none
B008232,G03117,H00619,L00592,7,6,1161.44,cancelled,guest
B008233,G03902,H01402,L00513,5,3,1773.75,active,none
B008234,G00038,H00870,L02354,8,35,866.34,completed,none
B008235,G00651,H01140,L01560,6,40,312.51,cancelled,host
B008236,G01667,H00900,L01570,5,39,927.63,completed,none
B008237,G00242,H00755,L02916,9,34,2539.81,completed,none
B008238,G02611,H00425,L00940,2,4,309.1,completed,none
B008239,G01413,H01001,L00531,1,42,188.45,completed,none
B008240,G01278,H00668,L01230,7,17,1610.08,completed,none
B008241,G03766,H01109,L00111,2,4,380.73,completed,none
B008242,G00611,H00213,L00457,5,2,1040.32,completed,none
B008243,G00590,H00497,L02271,1,14,234.05,completed,none
B008244,G00142,H01426,L01120,1,30,322.76,completed,none
B008245,G00935,H00419,L02159,1,25,264.7,active,none
B008246,G02995,H00712,L01177,1,10,163.68,completed,none
B008247,G02937,H01248,L01513,2,15,586.22,active,none
B008248,G03573,H00419,L02159,2,10,566.24,completed,none
B008249,G03796,H00034,L00772,8,24,1328.56,cancelled,host
B008250,G01501,H01328,L00443,1,18,137.22,completed,none
B008251,G02576,H00821,L02815,9,43,2792.33,completed,none
B008252,G00075,H00069,L00063,5,41,745.18,active,none
B008253,G01990,H00572,L00672,8,24,942.08,completed,none
B008254,G01010,H00416,L02697,4,41,494.07,completed,none
B008255,G02472,H00440,L00389,5,22,967.81,cancelled,guest
B008256,G01225,H01321,L01008,2,26,551.48,completed,none
B008257,G02127,H00176,L01702,5,13,729.11,active,none
B008258,G00005,H01304,L01228,5,44,277.68,completed,none
B008259,G00340,H00254,L01533,1,35,281.53,completed,none
B008260,G01813,H00146,L00040,1,0,186.27,completed,none
B008261,G01894,H01114,L02218,6,37,807.76,completed,none
B008262,G03116,H00055,L01611,4,0,2068.67,completed,none
B008263,G00908,H00133,L01726,9,25,1548.78,completed,none
B008264,G03071,H01491,L01140,8,0,742.07,completed,none
B008265,G02410,H00620,L01368,2,44,128.76,completed,none
B008266,G01348,H01402,L02177,4,9,661.13,completed,none
B008267,G02307,H01150,L01397,1,14,119.83,completed,none
B008268,G02643,H01046,L00594,7,12,1571.47,completed,none
B008269,G00194,H00148,L02025,8,19,951.8,active,none
B008270,G03607,H00425,L01921,8,42,798.84,cancelled,host
B008271,G01493,H00187,L00444,5,11,1111.19,active,none
B008272,G00950,H01173,L01842,2,3,244.34,completed,none
B008273,G02994,H00331,L01804,5,42,772.43,completed,none
B008274,G01096,H00175,L00488,2,11,756.01,completed,none
B008275,G01118,H00546,L02299,2,32,240.94,completed,none
B008276,G03470,H01321,L01685,9,9,1168.96,completed,none
B008277,G01193,H01079,L01360,3,40,248.59,completed,none
B008278,G02502,H00376,L02073,1,39,245.77,active,none
B008279,G03022,H00631,L02105,5,36,1379.25,completed,none
B008280,G02511,H01099,L01059,8,31,690.32,completed,none
B008281,G03045,H00172,L01260,1,15,242.37,completed,none
B008282,G01167,H01028,L02550,3,18,227.03,completed,none
B008283,G01859,H00699,L01859,5,44,1289.43,completed,none
B008284,G01568,H01452,L01698,5,11,452.09,completed,none
B008285,G02840,H01138,L00802,3,28,189.52,completed,none
B008286,G00131,H00651,L00524,5,26,1579.5,completed,none
B008287,G03086,H00423,L02282,5,-2,1076.98,completed,none
B008288,G03339,H01081,L01459,2,-1,542.23,active,none
B008289,G03948,H00952,L00236,2,37,854.26,completed,none
B008290,G01640,H00251,L02903,4,19,622.25,completed,none
B008291,G00035,H01297,L00322,8,22,1420.69,completed,none
B008292,G00679,H01058,L02212,3,5,509.1,completed,none
B008293,G00969,H00714,L01040,9,36,1107.68,completed,none
B008294,G02177,H01054,L00647,6,18,1157.61,completed,none
B008295,G03399,H01394,L01448,5,32,346.75,completed,none
B008296,G01475,H00359,L01854,4,34,1076.03,completed,none
B008297,G03543,H00689,L02061,6,42,1213.47,completed,none
B008298,G01219,H01365,L01297,9,44,1679.73,completed,none
B008299,G03311,H01286,L00479,2,41,348.18,cancelled,host
B008300,G00500,H00149,L02773,9,37,1811.37,active,none
B008301,G02443,H00011,L01807,1,11,168.51,completed,none
B008302,G03311,H01344,L02204,5,17,452.79,completed,none
B008303,G01107,H01111,L02861,2,15,558.17,completed,none
B008304,G02722,H01157,L01715,4,7,673.29,completed,none
B008305,G00674,H00294,L02195,4,2,1450.71,cancelled,guest
B008306,G03464,H00519,L02725,1,2,326.61,completed,none
B008307,G01738,H01260,L00907,7,18,3479.79,cancelled,guest
B008308,G02999,H00767,L02338,8,7,2085.63,completed,none
B008309,G03101,H00259,L00346,4,15,892.0,cancelled,guest
B008310,G00036,H01231,L02309,5,38,963.25,cancelled,guest
B008311,G03153,H00412,L02100,3,37,1079.63,completed,none
B008312,G00675,H00296,L00359,5,3,1782.39,completed,none
B008313,G00821,H01324,L00966,9,15,2843.26,active,none
B008314,G01151,H00049,L02032,2,1,370.26,completed,none
B008315,G00315,H00631,L00643,6,30,1400.74,completed,none
B008316,G03436,H00985,L00831,7,2,1831.46,completed,none
B008317,G00461,H00789,L00150,2,25,368.58,cancelled,guest
B008318,G02261,H00123,L01110,7,5,1965.19,completed,none
B008319,G01733,H00100,L01133,5,24,1066.27,completed,none
B008320,G01634,H00625,L01347,1,27,271.59,completed,none
B008321,G00579,H00094,L00543,6,3,1434.48,completed,none
B008322,G03941,H00262,L00816,5,12,569.81,active,none
B008323,G00062,H00935,L02569,7,5,892.45,completed,none
B008324,G02798,H00564,L01830,7,19,954.32,completed,none
B008325,G02557,H00929,L02592,1,-1,209.23,completed,none
B008326,G00496,H01286,L01735,9,30,2713.63,active,none
B008327,G02952,H00940,L00738,3,39,340.53,completed,none
B008328,G01279,H01321,L01685,1,14,129.85,completed,none
B008329,G01405,H01283,L01058,6,44,706.25,completed,none
B008330,G01499,H00776,L00555,3,2,1093.07,completed,none
B008331,G03839,H01463,L01892,5,41,516.28,completed,none
B008332,G01010,H00460,L01681,1,0,167.02,completed,none
B008333,G00166,H00755,L01879,8,5,1018.15,active,none
B008334,G02618,H00018,L00341,2,7,318.6,completed,none
B008335,G00137,H00188,L02175,9,23,2171.57,completed,none
B008336,G03741,H01448,L00440,2,26,500.04,completed,none
B008337,G00248,H00273,L01828,1,13,102.41,completed,none
B008338,G02506,H01480,L02793,2,20,332.67,completed,none
B008339,G00081,H00203,L01091,6,5,2270.59,completed,none
B008340,G01963,H01282,L02056,8,8,1509.24,completed,none
B008341,G00317,H00337,L00896,8,24,2073.64,completed,none
B008342,G01244,H01461,L00891,4,8,1341.36,completed,none
B008343,G00009,H01282,L02804,2,35,166.53,completed,none
B008344,G01093,H00405,L01419,6,43,806.2,completed,none
B008345,G01483,H00733,L02691,9,9,3009.68,completed,none
B008346,G02679,H00745,L01987,6,28,1818.22,completed,none
B008347,G00019,H00697,L01992,7,25,2023.0,completed,none
B008348,G02864,H01172,L02897,3,44,699.44,completed,none
B008349,G01353,H00272,L01805,7,13,2335.35,completed,none
B008350,G03791,H00741,L01977,8,16,1123.0,completed,none
B008351,G02093,H00614,L00017,4,15,831.42,cancelled,guest
B008352,G03501,H00837,L00751,5,44,1429.74,completed,none
B008353,G01825,H00774,L02969,5,20,1517.58,completed,none
B008354,G02799,H00611,L02522,8,11,3007.97,completed,none
B008355,G00633,H00769,L01847,5,12,1294.57,cancelled,guest
B008356,G03888,H01173,L01981,5,-2,1291.29,active,none
B008357,G02447,H00308,L00454,3,8,480.84,completed,none
B008358,G01642,H01189,L01088,3,41,506.79,completed,none
B008359,G03824,H00783,L01630,9,10,829.84,completed,none
B008360,G00548,H01245,L02474,3,29,521.52,completed,none
B008361,G00976,H01252,L00342,1,41,162.96,completed,none
B008362,G01104,H01455,L02266,9,10,890.97,completed,none
B008363,G00841,H00302,L01704,1,36,116.23,completed,none
B008364,G03704,H00613,L00542,5,-1,1079.6,completed,none
B008365,G03405,H01494,L00601,2,13,434.04,completed,none
B008366,G03495,H00108,L00881,2,36,115.71,completed,none
B008367,G01274,H00818,L02819,4,38,712.26,completed,none
B008368,G01328,H00219,L02943,6,12,2311.79,active,none
B008369,G03622,H00428,L02537,3,-1,657.88,completed,none
B008370,G00303,H01351,L02973,4,44,861.88,completed,none
B008371,G03839,H00625,L02642,7,22,1658.94,cancelled,guest
B008372,G02932,H01193,L02910,7,19,2260.77,completed,none
B008373,G03926,H01201,L00589,3,26,273.37,completed,none
B008374,G02543,H00612,L02794,1,36,103.97,completed,none
B008375,G00546,H01451,L02982,2,31,201.89,completed,none
B008376,G01861,H00427,L02221,9,27,941.97,completed,none
B008377,G00539,H01098,L01084,8,43,894.86,completed,none
B008378,G00935,H00763,L02001,4,36,682.56,completed,none
B008379,G00376,H00999,L01284,6,28,815.13,completed,none
B008380,G01297,H00969,L00913,6,20,1392.67,completed,none
B008381,G01061,H00073,L00853,3,-2,467.93,completed,none
B008382,G02802,H00475,L00418,7,4,2482.12,completed,none
B008383,G00179,H01066,L02255,2,37,596.07,completed,none
B008384,G02647,H01131,L01454,8,-2,1939.02,completed,none
B008385,G00444,H00649,L02667,6,23,742.2,completed,none
B008386,G01612,H01041,L00780,2,10,888.68,active,none
B008387,G03394,H00859,L02925,5,30,1755.72,completed,none
B008388,G01838,H00868,L02542,2,3,289.37,completed,none
B008389,G00291,H00101,L00532,2,41,268.86,completed,none
B008390,G00652,H01370,L01696,3,2,383.95,completed,none
B008391,G01586,H01045,L01494,7,39,1687.08,completed,none
B008392,G03726,H00010,L00438,8,30,823.96,cancelled,host
B008393,G02207,H00978,L01574,5,16,823.6,cancelled,guest
B008394,G00562,H00349,L00375,2,11,622.15,completed,none
B008395,G01745,H00882,L02683,8,43,570.17,completed,none
B008396,G00009,H00273,L00293,1,32,341.1,active,none
B008397,G00968,H00556,L02097,2,23,484.76,completed,none
B008398,G00642,H00430,L02277,7,28,1181.44,completed,none
B008399,G00156,H00008,L02911,9,34,2101.54,active,none
B008400,G01678,H00727,L01716,7,16,2817.21,completed,none
B008401,G02032,H00873,L02771,7,1,2971.71,completed,none
B008402,G02550,H00522,L01662,7,31,593.01,completed,none
B008403,G02312,H01423,L01452,7,23,689.8,completed,none
B008404,G03870,H00307,L00433,6,3,534.26,active,none
B008405,G00607,H00820,L00818,2,5,369.84,completed,none
B008406,G00324,H00489,L00119,7,2,1466.04,completed,none
B008407,G01876,H00228,L00130,4,34,653.01,completed,none
B008408,G01154,H00456,L02565,4,21,1236.36,cancelled,guest
B008409,G03952,H01276,L00098,7,0,1477.06,completed,none
B008410,G03183,H01285,L02384,8,3,2486.22,completed,none
B008411,G00483,H01101,L02851,3,37,396.6,completed,none
B008412,G00346,H01358,L00431,2,30,1063.24,completed,none
B008413,G01354,H01475,L02345,5,10,770.75,completed,none
B008414,G03399,H01297,L02975,5,35,1129.92,completed,none
B008415,G01332,H00905,L00503,6,44,970.6,completed,none
B008416,G02638,H00589,L02918,3,14,467.58,completed,none
B008417,G01036,H00316,L01514,1,36,220.65,completed,none
B008418,G03079,H00644,L00694,3,33,346.38,completed,none
B008419,G02658,H01450,L02805,5,9,1353.94,active,none
B008420,G01645,H01034,L01606,2,28,673.96,completed,none
B008421,G02727,H01481,L02284,6,1,1170.54,completed,none
B008422,G01219,H00148,L01041,5,40,568.49,completed,none
B008423,G03830,H01409,L02848,1,23,132.68,completed,none
B008424,G01021,H00022,L01846,3,10,818.52,completed,none
B008425,G03976,H00905,L01796,1,38,79.83,completed,none
B008426,G03647,H01494,L01959,2,43,300.6,cancelled,guest
B008427,G02337,H00414,L02989,8,6,2014.66,completed,none
B008428,G00832,H01059,L00080,7,10,1698.85,completed,none
B008429,G01561,H01306,L02534,5,40,768.39,completed,none
B008430,G03167,H00075,L02305,9,41,1610.54,completed,none
B008431,G00417,H01072,L00031,8,3,2044.38,completed,none
B008432,G03355,H00282,L02614,6,29,1602.27,completed,none
B008433,G00718,H01200,L01734,6,21,858.35,completed,none
